L     1
0111 006 E 0 0266 0272 00000 1 02 0001500 -1 004000 00 000088 01 -1    10010
0111 006 N 1 0272 0295 07369 1 02 0001006  0 000088 01 000097 01  1    10010
0111 006 E 0 0278 0284 00000 1 02 0001501 -1 004000 00 000088 01 -1    10020
0111 006 E 0 0282 0290 00000 1 02 0001502 -1 004000 00 000178 01 -1    10030
0111 006 N 1 0284 0307 07369 1 02 0001007  0 000088 01 000097 01  1    10020
0111 006 N 1 0290 0317 07921 1 02 0001001  0 000178 01 000097 01  3    10030
0111 006 N 2 0301 0329 08089 1 02 0001080  0 000097 02 000187 02  3    10010
0111 006 E 0 0302 0310 00000 1 02 0001503 -1 004000 00 000178 01 -1    10040
0111 006 N 1 0310 0337 07921 1 02 0001002  0 000178 01 000097 01  3    10040
0111 006 N 2 0321 0349 08089 1 02 0001081  0 000097 02 000187 02  3    10020
0111 006 E 0 0322 0330 00000 1 02 0001504 -1 004000 00 000178 01 -1    10050
0111 006 N 1 0330 0357 07921 1 02 0001003  0 000178 01 000097 01  3    10050
0111 006 N 2 0341 0369 08089 1 02 0001082  0 000097 02 000187 02  3    10030
0111 006 N 1 0348 0377 08274 1 02 0001004  0 000187 02 000097 01  3    10010
0111 006 E 0 0359 0365 00000 1 02 0001505 -1 004000 00 000088 01 -1    10060
0111 006 N 2 0361 0389 08089 1 02 0001083  0 000097 02 000187 02  3    10040
0111 006 V 1 0365 0388 07369 1 02 0001008  0 000088 01 000097 01  1    10060
0111 006 N 1 0368 0397 08274 1 02 0001005  0 000187 02 000097 01  3    10020
0111 006 N 2 0371 0398 08089 1 02 0001084  0 000097 02 000187 02  1    10050
0111 006 N 2 0383 0410 08089 1 02 0001085  0 000097 02 000187 02  1    10010
0111 006 N 1 0385 0412 08274 1 02 0001009  0 000187 02 000097 01  1    10030
0111 006 N 2 0395 0422 08089 1 02 0001086  0 000097 02 000187 02  1    10060
0111 006 N 1 0397 0424 08274 1 02 0001010  0 000187 02 000097 01  1    10040
0111 006 N 2 0407 0434 08089 1 02 0001087  0 000097 02 000187 02  1    10020
0111 006 N 1 0409 0436 08274 1 02 0001011  0 000187 02 000097 01  1    10050
0111 006 N 2 0419 0446 08089 1 02 0001088  0 000097 02 000187 02  1    10030
0111 006 N 1 0421 0448 08274 1 02 0001012  0 000187 02 000097 01  1    10010
0111 006 N 2 0431 0458 08089 1 02 0001089  0 000097 02 000187 02  1    10040
0111 006 N 1 0433 0460 08274 1 02 0001013  0 000187 02 000097 01  1    10060
0111 006 N 2 0443 0470 08089 1 02 0001090  0 000097 02 000187 02  1    10050
0111 006 N 1 0445 0472 08274 1 02 0001014  0 000187 02 000097 01  1    10020
0111 006 N 2 0455 0482 08089 1 02 0001091  0 000097 02 000187 02  1    10010
0111 006 N 1 0457 0484 08274 1 02 0001015  0 000187 02 000097 01  1    10030
0111 006 N 2 0467 0494 08089 1 02 0001092  0 000097 02 000187 02  1    10060
0111 006 N 1 0469 0496 08274 1 02 0001016  0 000187 02 000097 01  1    10040
0111 006 N 2 0479 0506 08089 1 02 0001093  0 000097 02 000187 02  1    10020
0111 006 N 1 0481 0508 08274 1 02 0001017  0 000187 02 000097 01  1    10050
0111 006 N 2 0491 0518 08089 1 02 0001094  0 000097 02 000187 02  1    10030
0111 006 N 1 0493 0520 08274 1 02 0001018  0 000187 02 000097 01  1    10010
0111 006 N 2 0503 0530 08089 1 02 0001095  0 000097 02 000187 02  1    10040
0111 006 N 1 0505 0532 08274 1 02 0001019  0 000187 02 000097 01  1    10060
0111 006 N 2 0515 0542 08089 1 02 0001096  0 000097 02 000187 02  1    10050
0111 006 N 1 0517 0544 08274 1 02 0001020  0 000187 02 000097 01  1    10020
0111 006 N 2 0527 0554 08089 1 02 0001097  0 000097 02 000187 02  1    10010
0111 006 N 1 0529 0556 08274 1 02 0001021  0 000187 02 000097 01  1    10030
0111 006 N 2 0539 0566 08089 1 02 0001098  0 000097 02 000187 02  1    10060
0111 006 N 1 0541 0568 08274 1 02 0001022  0 000187 02 000097 01  1    10040
0111 006 N 2 0551 0578 08089 1 02 0001099  0 000097 02 000187 02  1    10020
0111 006 N 1 0553 0580 08274 1 02 0001023  0 000187 02 000097 01  1    10050
0111 006 N 2 0563 0590 08089 1 02 0001100  0 000097 02 000187 02  1    10030
0111 006 N 1 0565 0592 08274 1 02 0001024  0 000187 02 000097 01  1    10010
